Current Loan Amount,Term,Credit Score,Annual Income,Home Ownership,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens,Employment Years
175164.0,Short Term,734.0,1444950.0,Rent,Debt Consolidation,13726.93,13.2,,7.0,0.0,76798.0,240372.0,0.0,0.0,10.0
252428.0,Short Term,716.0,764940.0,Rent,Debt Consolidation,16000.09,10.5,,9.0,0.0,175199.0,455862.0,0.0,0.0,3.0
442156.0,Short Term,701.0,1241061.0,Home Mortgage,Debt Consolidation,40437.7,12.4,,15.0,0.0,2150344.0,3818804.0,0.0,0.0,8.0
113784.0,Short Term,741.0,1133958.0,Rent,Business Loan,4101.15,15.6,,7.0,0.0,97546.0,172964.0,0.0,0.0,7.0
85954.0,Short Term,,,Home Mortgage,Other,18510.94,10.0,,9.0,0.0,200678.0,425590.0,0.0,0.0,7.0
108526.0,Short Term,718.0,1124610.0,Rent,Debt Consolidation,18087.43,22.4,52.0,10.0,0.0,285494.0,747934.0,0.0,0.0,10.0
,Long Term,731.0,2035109.0,Rent,Debt Consolidation,13567.33,17.9,75.0,9.0,1.0,81149.0,361416.0,1.0,0.0,8.0
66616.0,Short Term,739.0,460294.0,Rent,Debt Consolidation,3758.96,15.3,67.0,11.0,0.0,111511.0,453024.0,0.0,0.0,10.0
111188.0,Short Term,747.0,656279.0,Rent,Major Purchase,1990.63,15.1,,10.0,0.0,12635.0,472230.0,0.0,0.0,3.0
155320.0,Short Term,722.0,996398.0,Rent,Debt Consolidation,6733.98,11.1,50.0,10.0,0.0,218766.0,448338.0,0.0,0.0,10.0
617782.0,Short Term,,,Rent,Debt Consolidation,31066.14,14.9,,18.0,0.0,889675.0,1954766.0,0.0,0.0,3.0
529298.0,Long Term,683.0,1032973.0,Rent,Debt Consolidation,22294.98,21.8,35.0,12.0,0.0,215536.0,549692.0,0.0,0.0,10.0
222222.0,Short Term,,,Home Mortgage,Debt Consolidation,14206.11,32.5,,13.0,0.0,234517.0,1155550.0,0.0,0.0,0.0
173008.0,Long Term,692.0,1307390.0,Rent,Debt Consolidation,26147.8,20.9,,4.0,0.0,417506.0,562122.0,0.0,0.0,1.0
,Short Term,721.0,563407.0,Own Home,Debt Consolidation,13991.41,13.2,54.0,14.0,0.0,236132.0,468974.0,0.0,0.0,8.0
87274.0,Short Term,743.0,490029.0,Rent,Debt Consolidation,5541.35,23.0,17.0,6.0,0.0,150594.0,213708.0,0.0,0.0,5.0
303512.0,Short Term,739.0,927865.0,Home Mortgage,Debt Consolidation,17706.86,9.5,19.0,12.0,0.0,134083.0,383350.0,0.0,0.0,3.0
,Short Term,664.0,2368122.0,Rent,Debt Consolidation,25062.52,15.6,12.0,11.0,0.0,377568.0,486860.0,0.0,0.0,7.0
554576.0,Short Term,,,Home Mortgage,Debt Consolidation,39640.46,16.8,40.0,15.0,0.0,384047.0,769362.0,0.0,0.0,3.0
579854.0,Short Term,711.0,1361065.0,Home Mortgage,Debt Consolidation,30056.67,19.4,,16.0,0.0,391970.0,1216754.0,0.0,0.0,10.0
389818.0,Long Term,,,Home Mortgage,Other,10361.84,14.5,15.0,11.0,1.0,121391.0,1089550.0,1.0,0.0,10.0
329142.0,Long Term,728.0,1042283.0,Home Mortgage,Debt Consolidation,15026.34,18.8,,11.0,0.0,248653.0,561220.0,0.0,0.0,10.0
31834.0,Short Term,716.0,1118226.0,Rent,Debt Consolidation,10623.09,21.2,,8.0,1.0,36385.0,239338.0,1.0,0.0,1.0
462088.0,Long Term,,,Own Home,Business Loan,13810.15,21.0,69.0,15.0,1.0,215840.0,435402.0,0.0,0.0,5.0
233618.0,Short Term,707.0,1408527.0,Rent,Debt Consolidation,15141.67,17.0,,13.0,1.0,100548.0,261602.0,1.0,0.0,10.0
442904.0,Long Term,712.0,918023.0,Rent,Debt Consolidation,7956.25,12.9,,6.0,0.0,360696.0,1082004.0,0.0,0.0,7.0
398332.0,Short Term,740.0,821826.0,Rent,Other,18559.39,14.9,34.0,8.0,0.0,58273.0,404030.0,0.0,0.0,4.0
464948.0,Short Term,,,Home Mortgage,Debt Consolidation,27061.89,22.3,7.0,11.0,0.0,516344.0,1001440.0,0.0,0.0,10.0
474034.0,Short Term,742.0,1916682.0,Home Mortgage,Debt Consolidation,16451.53,29.0,38.0,17.0,0.0,365161.0,689744.0,0.0,0.0,10.0
429880.0,Short Term,740.0,2079056.0,Rent,Debt Consolidation,35343.99,14.9,76.0,7.0,0.0,147725.0,322124.0,0.0,0.0,1.0
104544.0,Short Term,726.0,316483.0,Own Home,Debt Consolidation,4245.93,29.0,65.0,2.0,0.0,67070.0,161788.0,0.0,0.0,
223454.0,Long Term,,,Home Mortgage,Debt Consolidation,4014.13,25.9,16.0,9.0,0.0,86431.0,272712.0,0.0,0.0,6.0
333432.0,Short Term,744.0,1919760.0,Rent,Debt Consolidation,24316.96,27.8,42.0,12.0,0.0,218082.0,705364.0,0.0,0.0,7.0
70906.0,Short Term,,,Rent,Debt Consolidation,2934.55,8.7,,6.0,0.0,91238.0,177232.0,0.0,0.0,0.0
314094.0,Short Term,730.0,1085071.0,Rent,Debt Consolidation,24866.06,23.0,,15.0,0.0,219165.0,629706.0,0.0,0.0,10.0
,Short Term,751.0,1362984.0,Home Mortgage,Debt Consolidation,28963.41,17.8,25.0,18.0,0.0,229406.0,570020.0,0.0,0.0,2.0
158202.0,Short Term,726.0,948765.0,Rent,Debt Consolidation,25537.52,9.6,52.0,11.0,0.0,152779.0,298804.0,0.0,0.0,3.0
22088.0,Short Term,,,Own Home,Debt Consolidation,13708.12,15.9,,6.0,0.0,135622.0,258280.0,0.0,0.0,10.0
345356.0,Long Term,,,Rent,Debt Consolidation,25819.48,17.6,,12.0,0.0,519783.0,801394.0,0.0,0.0,7.0
108130.0,Short Term,717.0,644366.0,Rent,Debt Consolidation,3978.98,41.2,63.0,5.0,0.0,12939.0,64878.0,0.0,0.0,1.0
216458.0,Short Term,,,Home Mortgage,Debt Consolidation,7854.03,12.8,75.0,5.0,3.0,68590.0,130196.0,1.0,0.0,5.0
147026.0,Long Term,739.0,846450.0,Rent,Home Improvements,19637.64,27.0,,10.0,0.0,125514.0,520872.0,0.0,0.0,10.0
625922.0,Short Term,721.0,1930590.0,Home Mortgage,Debt Consolidation,29924.24,22.9,,15.0,0.0,539068.0,668272.0,0.0,0.0,0.0
430804.0,Long Term,717.0,930145.0,Rent,Debt Consolidation,11316.78,11.3,,10.0,0.0,332272.0,523446.0,0.0,0.0,2.0
,Short Term,745.0,1963517.0,Own Home,Debt Consolidation,24707.79,14.1,,14.0,0.0,432174.0,942370.0,0.0,0.0,3.0
220616.0,Short Term,,,Rent,Debt Consolidation,18809.24,15.6,4.0,18.0,0.0,102068.0,322036.0,0.0,0.0,4.0
448184.0,Short Term,,,Home Mortgage,Debt Consolidation,38967.48,11.0,42.0,11.0,1.0,91827.0,242220.0,0.0,0.0,9.0
223850.0,Short Term,742.0,751640.0,Home Mortgage,Debt Consolidation,4196.72,15.5,30.0,9.0,0.0,186067.0,579194.0,0.0,0.0,0.0
428208.0,Short Term,692.0,1479245.0,Home Mortgage,Debt Consolidation,10712.01,15.3,,11.0,0.0,375554.0,604824.0,0.0,0.0,4.0
533764.0,Long Term,672.0,1599344.0,Home Mortgage,Home Improvements,33186.16,17.5,47.0,21.0,0.0,902595.0,1311288.0,0.0,0.0,2.0
219890.0,Long Term,718.0,604656.0,Home Mortgage,Debt Consolidation,6197.8,7.1,,7.0,0.0,119662.0,229768.0,0.0,0.0,2.0
359106.0,Short Term,745.0,2907570.0,Home Mortgage,Home Improvements,36586.97,18.5,,10.0,0.0,485355.0,1718618.0,0.0,0.0,10.0
106018.0,Short Term,688.0,352906.0,Own Home,Buy House,7587.46,5.8,,5.0,0.0,28405.0,112618.0,0.0,0.0,1.0
430804.0,Short Term,678.0,1153376.0,Home Mortgage,Medical Bills,8534.99,13.5,37.0,8.0,0.0,314032.0,635690.0,0.0,0.0,10.0
264836.0,Short Term,675.0,3145032.0,Rent,Debt Consolidation,19735.11,16.2,10.0,12.0,0.0,150252.0,368588.0,0.0,0.0,2.0
211970.0,Short Term,708.0,915287.0,Home Mortgage,Debt Consolidation,20364.96,14.0,68.0,16.0,0.0,192565.0,399608.0,0.0,0.0,7.0
237182.0,Long Term,692.0,578379.0,Rent,Debt Consolidation,7229.69,18.1,,8.0,0.0,239400.0,332750.0,0.0,0.0,10.0
311608.0,Long Term,743.0,1121304.0,Home Mortgage,Debt Consolidation,8372.35,25.0,21.0,14.0,0.0,85063.0,956318.0,0.0,0.0,
109252.0,Short Term,742.0,849110.0,Home Mortgage,Debt Consolidation,23987.12,18.7,,10.0,0.0,146281.0,419232.0,0.0,0.0,10.0
333080.0,Short Term,,,Home Mortgage,Debt Consolidation,30682.72,35.1,64.0,12.0,0.0,276925.0,1627714.0,0.0,0.0,10.0
88044.0,Short Term,705.0,788975.0,Own Home,Debt Consolidation,19527.25,23.4,,6.0,0.0,639806.0,748308.0,0.0,0.0,10.0
411532.0,Long Term,696.0,1066223.0,Rent,Debt Consolidation,15015.89,14.0,31.0,10.0,0.0,109573.0,229438.0,0.0,0.0,5.0
394922.0,Short Term,732.0,2273844.0,Home Mortgage,Debt Consolidation,22169.96,9.3,,13.0,0.0,233681.0,540078.0,0.0,0.0,5.0
104148.0,Short Term,705.0,637146.0,Home Mortgage,Other,12796.12,17.6,,12.0,0.0,250382.0,362384.0,0.0,0.0,10.0
183238.0,Short Term,722.0,1689366.0,Home Mortgage,Debt Consolidation,23932.78,31.6,45.0,16.0,1.0,53067.0,585244.0,1.0,0.0,8.0
765314.0,Long Term,632.0,2266092.0,Home Mortgage,Debt Consolidation,25493.63,21.1,15.0,6.0,0.0,90706.0,124586.0,0.0,0.0,10.0
131560.0,Short Term,723.0,1041447.0,Rent,Debt Consolidation,8236.12,9.0,,7.0,0.0,135622.0,276452.0,0.0,0.0,5.0
319880.0,Short Term,700.0,845690.0,Home Mortgage,Home Improvements,9936.81,8.9,40.0,5.0,0.0,181507.0,319880.0,0.0,0.0,5.0
,Short Term,702.0,1472804.0,Rent,Debt Consolidation,19514.71,16.0,,8.0,0.0,406923.0,527010.0,0.0,0.0,2.0
258764.0,Short Term,747.0,1489904.0,Home Mortgage,Debt Consolidation,18623.8,17.4,17.0,13.0,0.0,543248.0,1067968.0,0.0,0.0,10.0
217404.0,Short Term,,,Home Mortgage,Debt Consolidation,13166.62,13.9,17.0,7.0,1.0,181108.0,337150.0,1.0,0.0,10.0
87384.0,Short Term,701.0,1037685.0,Home Mortgage,Other,17813.64,33.7,,16.0,1.0,203205.0,364782.0,1.0,0.0,10.0
,Short Term,710.0,811357.0,Home Mortgage,Other,25693.13,15.4,11.0,19.0,0.0,177194.0,275396.0,0.0,0.0,4.0
260590.0,Long Term,,,Home Mortgage,Debt Consolidation,14872.63,15.0,47.0,11.0,0.0,2115270.0,5479320.0,0.0,0.0,10.0
334202.0,Short Term,,,Home Mortgage,Debt Consolidation,7805.2,22.4,21.0,5.0,0.0,236417.0,869022.0,0.0,0.0,10.0
158422.0,Short Term,736.0,1615171.0,Home Mortgage,Debt Consolidation,13432.81,20.4,,13.0,1.0,194693.0,375738.0,1.0,0.0,10.0
412918.0,Long Term,711.0,713222.0,Own Home,Debt Consolidation,12041.44,18.6,,5.0,0.0,459287.0,763004.0,0.0,0.0,10.0
,Short Term,745.0,2759959.0,Home Mortgage,Debt Consolidation,51749.16,36.3,19.0,10.0,0.0,406752.0,606166.0,0.0,0.0,10.0
172282.0,Short Term,714.0,1246134.0,Home Mortgage,Debt Consolidation,18692.01,32.5,75.0,13.0,0.0,449996.0,620312.0,0.0,0.0,2.0
,Short Term,736.0,594073.0,Rent,Debt Consolidation,13465.68,8.0,70.0,8.0,0.0,195719.0,339746.0,0.0,0.0,9.0
68838.0,Short Term,742.0,1643272.0,Rent,Other,7873.98,8.8,14.0,11.0,0.0,14003.0,165374.0,0.0,0.0,0.0
349954.0,Long Term,607.0,604466.0,Home Mortgage,Debt Consolidation,16169.76,6.1,,17.0,0.0,329669.0,662706.0,0.0,0.0,4.0
334950.0,Long Term,740.0,762508.0,Rent,Debt Consolidation,10929.18,15.7,48.0,15.0,0.0,86526.0,176682.0,0.0,0.0,5.0
65494.0,Short Term,745.0,414732.0,Home Mortgage,Debt Consolidation,6324.72,26.5,29.0,14.0,1.0,61883.0,276694.0,1.0,0.0,8.0
,Short Term,745.0,1223638.0,Rent,Debt Consolidation,8116.8,14.9,,8.0,0.0,92454.0,248358.0,0.0,0.0,6.0
,Short Term,730.0,1126206.0,Rent,Debt Consolidation,15954.49,10.9,19.0,7.0,0.0,116565.0,206690.0,0.0,0.0,3.0
223674.0,Long Term,626.0,539771.0,Rent,Debt Consolidation,5217.78,8.0,,4.0,0.0,143735.0,175362.0,0.0,0.0,6.0
784938.0,Short Term,676.0,2905290.0,Rent,Debt Consolidation,50600.42,9.4,25.0,12.0,0.0,207290.0,273680.0,0.0,0.0,5.0
670296.0,Long Term,,,Home Mortgage,Debt Consolidation,14118.52,20.0,64.0,7.0,0.0,102486.0,140756.0,0.0,0.0,5.0
545688.0,Short Term,740.0,3404477.0,Home Mortgage,Debt Consolidation,53903.95,20.3,,10.0,0.0,892601.0,1192070.0,0.0,0.0,10.0
539088.0,Short Term,738.0,2618865.0,Home Mortgage,Debt Consolidation,43211.32,36.0,29.0,22.0,0.0,496451.0,1006742.0,0.0,0.0,1.0
313764.0,Long Term,708.0,1741977.0,Rent,Debt Consolidation,25984.4,12.9,79.0,10.0,0.0,293322.0,611974.0,0.0,0.0,0.0
440792.0,Short Term,,,Home Mortgage,Debt Consolidation,16044.36,17.6,,10.0,0.0,151354.0,826694.0,0.0,0.0,1.0
44572.0,Short Term,,,Rent,Debt Consolidation,11048.31,10.9,9.0,10.0,0.0,224219.0,322916.0,0.0,0.0,1.0
221650.0,Short Term,,,Rent,Debt Consolidation,12812.65,14.0,,5.0,0.0,214244.0,277178.0,0.0,0.0,5.0
221012.0,Long Term,675.0,763496.0,Home Mortgage,Debt Consolidation,13170.23,17.1,,16.0,1.0,162602.0,380358.0,1.0,0.0,10.0
260348.0,Long Term,712.0,899422.0,Home Mortgage,Debt Consolidation,23609.59,33.5,,11.0,0.0,183369.0,416306.0,0.0,0.0,9.0
226358.0,Long Term,682.0,677445.0,Rent,Debt Consolidation,16427.78,14.0,71.0,13.0,0.0,169214.0,376794.0,0.0,0.0,7.0
,Long Term,732.0,2065338.0,Home Mortgage,Debt Consolidation,16471.1,17.9,,8.0,0.0,453169.0,595606.0,0.0,0.0,4.0
357742.0,Long Term,714.0,1351679.0,Home Mortgage,Home Improvements,27146.25,17.3,,13.0,0.0,198360.0,446864.0,0.0,0.0,10.0
221364.0,Short Term,712.0,3058848.0,Home Mortgage,Home Improvements,45220.0,18.6,24.0,17.0,0.0,2046015.0,4127288.0,0.0,0.0,0.0
110242.0,Short Term,749.0,685501.0,Rent,Debt Consolidation,6398.06,22.7,,9.0,0.0,4275.0,620114.0,0.0,0.0,2.0
51810.0,Short Term,746.0,2373860.0,Home Mortgage,Other,36794.83,20.6,,19.0,0.0,1234373.0,2570634.0,0.0,0.0,10.0
181456.0,Short Term,717.0,771476.0,Rent,Debt Consolidation,8743.42,11.1,,8.0,0.0,61275.0,138578.0,0.0,0.0,2.0
216612.0,Short Term,746.0,574693.0,Rent,Debt Consolidation,9803.24,20.9,,5.0,0.0,1102.0,98296.0,0.0,0.0,5.0
357060.0,Long Term,736.0,2059163.0,Own Home,Home Improvements,36893.44,20.2,,18.0,0.0,364230.0,1573660.0,0.0,0.0,10.0
279972.0,Short Term,,,Rent,Debt Consolidation,16491.24,15.7,,17.0,0.0,377188.0,651860.0,0.0,0.0,2.0
85096.0,Short Term,722.0,618944.0,Rent,Debt Consolidation,10419.03,12.6,,8.0,0.0,287242.0,721490.0,0.0,0.0,1.0
325776.0,Short Term,748.0,2175785.0,Home Mortgage,Debt Consolidation,30098.47,19.2,17.0,11.0,0.0,245214.0,617232.0,0.0,0.0,2.0
366674.0,Short Term,,,Own Home,Debt Consolidation,20733.94,17.9,,13.0,0.0,385054.0,622710.0,0.0,0.0,6.0
344146.0,Short Term,694.0,2229156.0,Rent,Debt Consolidation,23591.92,28.1,34.0,3.0,0.0,10678.0,23628.0,0.0,0.0,10.0
177980.0,Short Term,723.0,1037495.0,Rent,Debt Consolidation,33372.55,23.9,42.0,13.0,0.0,175028.0,365156.0,0.0,0.0,5.0
631158.0,Long Term,679.0,2024602.0,Home Mortgage,Debt Consolidation,44878.76,14.5,,18.0,0.0,435594.0,964392.0,0.0,0.0,6.0
177364.0,Short Term,,,Own Home,Debt Consolidation,9330.52,12.0,,8.0,0.0,340309.0,800888.0,0.0,0.0,10.0
557106.0,Long Term,716.0,1924510.0,Home Mortgage,Debt Consolidation,23735.56,22.1,,14.0,0.0,691296.0,931832.0,0.0,0.0,10.0
439912.0,Short Term,725.0,2374525.0,Home Mortgage,Home Improvements,26911.41,17.5,78.0,9.0,0.0,1893597.0,2526018.0,0.0,0.0,10.0
221892.0,Short Term,,,Rent,Small Business,6304.77,10.0,36.0,6.0,0.0,3933.0,8866.0,0.0,0.0,1.0
327602.0,Long Term,714.0,1010971.0,Home Mortgage,Home Improvements,22409.74,25.4,18.0,11.0,0.0,65854.0,224906.0,0.0,0.0,10.0
269148.0,Short Term,749.0,1743345.0,Rent,Debt Consolidation,6116.29,13.0,,9.0,0.0,310897.0,2092948.0,0.0,0.0,0.0
237468.0,Short Term,,,Rent,Debt Consolidation,5919.45,20.7,11.0,14.0,0.0,190380.0,646448.0,0.0,0.0,5.0
176374.0,Short Term,682.0,723520.0,Rent,Debt Consolidation,16942.3,8.4,26.0,22.0,0.0,110390.0,277860.0,0.0,0.0,1.0
312884.0,Short Term,733.0,753236.0,Home Mortgage,Debt Consolidation,16257.35,14.1,,14.0,0.0,502322.0,754380.0,0.0,0.0,0.0
319022.0,Long Term,610.0,953325.0,Home Mortgage,Other,16683.14,41.8,,14.0,1.0,140030.0,408408.0,1.0,0.0,
394218.0,Short Term,746.0,1683400.0,Rent,Debt Consolidation,19639.54,18.7,11.0,10.0,0.0,177574.0,354486.0,0.0,0.0,10.0
279246.0,Short Term,724.0,981673.0,Rent,Debt Consolidation,2887.81,14.4,,8.0,0.0,83866.0,216260.0,0.0,0.0,0.0
,Short Term,691.0,1401782.0,Rent,Debt Consolidation,18924.19,15.8,74.0,11.0,0.0,263568.0,403678.0,0.0,0.0,7.0
,Short Term,702.0,2100906.0,Home Mortgage,Other,23810.23,21.1,60.0,9.0,0.0,91371.0,106238.0,0.0,0.0,10.0
26994.0,Short Term,666.0,485602.0,Rent,Other,11047.17,11.4,,4.0,0.0,93062.0,132704.0,0.0,0.0,10.0
281688.0,Short Term,739.0,654968.0,Rent,Debt Consolidation,11297.97,10.4,17.0,10.0,0.0,203224.0,372922.0,0.0,0.0,6.0
21560.0,Short Term,748.0,797126.0,Home Mortgage,Home Improvements,15570.5,16.0,,11.0,0.0,260813.0,586410.0,0.0,0.0,10.0
171842.0,Short Term,,,Home Mortgage,Home Improvements,2932.65,20.5,,6.0,0.0,186143.0,723272.0,0.0,0.0,3.0
160886.0,Short Term,717.0,529283.0,Home Mortgage,Other,943.92,10.5,45.0,4.0,0.0,12122.0,43846.0,0.0,0.0,3.0
538670.0,Short Term,748.0,1618952.0,Home Mortgage,Debt Consolidation,6718.59,19.0,,6.0,0.0,434454.0,1091222.0,0.0,0.0,3.0
177738.0,Short Term,743.0,659471.0,Home Mortgage,Debt Consolidation,18739.7,29.5,,13.0,0.0,442529.0,1407714.0,0.0,0.0,10.0
398486.0,Long Term,687.0,860396.0,Rent,Other,22226.58,10.3,,8.0,0.0,156256.0,208208.0,0.0,0.0,10.0
134442.0,Short Term,719.0,603763.0,Rent,Debt Consolidation,7486.76,15.5,,5.0,0.0,101954.0,118778.0,0.0,0.0,10.0
475904.0,Long Term,696.0,1561230.0,Rent,Debt Consolidation,22898.04,19.6,,16.0,1.0,312341.0,539792.0,1.0,0.0,4.0
282766.0,Long Term,724.0,826557.0,Home Mortgage,Debt Consolidation,6874.01,19.7,46.0,12.0,0.0,150043.0,295944.0,0.0,0.0,10.0
,Short Term,740.0,1735479.0,Home Mortgage,Other,20825.71,22.4,,12.0,0.0,255854.0,583154.0,0.0,0.0,10.0
223564.0,Short Term,742.0,1448085.0,Rent,Debt Consolidation,11814.01,35.6,57.0,6.0,0.0,320758.0,411312.0,0.0,0.0,4.0
139678.0,Short Term,,,Rent,Debt Consolidation,8428.97,17.4,26.0,5.0,1.0,91162.0,118206.0,1.0,0.0,7.0
175076.0,Short Term,740.0,880384.0,Rent,Debt Consolidation,7043.11,20.0,,5.0,2.0,90288.0,312114.0,1.0,1.0,5.0
400752.0,Short Term,,,Home Mortgage,Other,7101.44,16.6,,9.0,0.0,48298.0,642840.0,0.0,0.0,5.0
192434.0,Short Term,,,Home Mortgage,Debt Consolidation,20931.92,13.0,,8.0,0.0,426246.0,679800.0,0.0,0.0,0.0
224884.0,Short Term,732.0,2719052.0,Home Mortgage,Home Improvements,21367.21,15.9,73.0,12.0,0.0,99199.0,261074.0,0.0,0.0,10.0
215270.0,Short Term,713.0,568898.0,Own Home,Debt Consolidation,18915.83,17.7,,5.0,0.0,1090752.0,1282182.0,0.0,0.0,
376860.0,Long Term,707.0,881733.0,Home Mortgage,Debt Consolidation,17708.0,18.8,,10.0,0.0,236987.0,329428.0,0.0,0.0,3.0
329934.0,Long Term,724.0,1709658.0,Rent,Debt Consolidation,40034.52,20.8,69.0,17.0,1.0,88445.0,445258.0,1.0,0.0,10.0
413314.0,Short Term,750.0,1127232.0,Home Mortgage,Debt Consolidation,4133.26,12.1,72.0,10.0,0.0,6859.0,330836.0,0.0,0.0,1.0
352484.0,Long Term,652.0,1458174.0,Rent,Debt Consolidation,11799.0,28.0,,14.0,0.0,361760.0,544016.0,0.0,0.0,10.0
,Short Term,716.0,1183358.0,Home Mortgage,Take A Trip,3510.63,15.9,66.0,7.0,0.0,164046.0,284790.0,0.0,0.0,10.0
377806.0,Short Term,,,Own Home,Debt Consolidation,25671.66,29.1,15.0,14.0,0.0,188043.0,809402.0,0.0,0.0,9.0
86108.0,Short Term,,,Rent,Other,10658.05,13.1,44.0,10.0,1.0,97242.0,150744.0,1.0,0.0,2.0
439692.0,Short Term,741.0,1044278.0,Home Mortgage,Debt Consolidation,27151.0,19.0,49.0,11.0,0.0,361855.0,577918.0,0.0,0.0,10.0
139722.0,Short Term,,,Home Mortgage,Other,18606.7,36.9,,11.0,0.0,94202.0,524370.0,0.0,0.0,4.0
553542.0,Long Term,681.0,2044685.0,Home Mortgage,Other,51628.13,17.5,,18.0,0.0,1382022.0,2260236.0,0.0,0.0,0.0
88308.0,Short Term,715.0,1296522.0,Home Mortgage,Debt Consolidation,33277.36,21.3,,18.0,0.0,436525.0,677534.0,0.0,0.0,10.0
173316.0,Short Term,734.0,972990.0,Rent,Debt Consolidation,7370.29,17.7,27.0,7.0,0.0,284734.0,567446.0,0.0,0.0,1.0
229944.0,Short Term,747.0,1153661.0,Home Mortgage,Debt Consolidation,6845.13,26.3,,11.0,0.0,201343.0,644028.0,0.0,0.0,0.0
222442.0,Short Term,693.0,760760.0,Home Mortgage,Debt Consolidation,20667.06,16.8,49.0,10.0,0.0,109763.0,166804.0,0.0,0.0,
,Short Term,745.0,1298156.0,Rent,Other,13522.49,16.8,,4.0,0.0,419881.0,769274.0,0.0,0.0,4.0
134464.0,Short Term,,,Rent,Other,11286.0,9.9,,8.0,0.0,150062.0,190718.0,0.0,0.0,5.0
211508.0,Short Term,710.0,1236862.0,Rent,Debt Consolidation,27004.7,24.8,14.0,15.0,0.0,128535.0,372086.0,0.0,0.0,10.0
87802.0,Short Term,703.0,1411168.0,Rent,Debt Consolidation,12700.55,21.0,,6.0,0.0,88749.0,115588.0,0.0,0.0,10.0
111078.0,Short Term,747.0,1390382.0,Rent,Debt Consolidation,20392.13,14.6,,7.0,0.0,121258.0,200024.0,0.0,0.0,0.0
99110.0,Short Term,725.0,2624888.0,Rent,Buy A Car,2690.59,22.6,54.0,5.0,0.0,35131.0,74910.0,0.0,0.0,1.0
387838.0,Short Term,750.0,4093892.0,Rent,Debt Consolidation,41962.45,17.2,,8.0,4.0,688313.0,1317360.0,0.0,4.0,4.0
304062.0,Short Term,707.0,1781896.0,Home Mortgage,Debt Consolidation,14121.56,19.0,11.0,17.0,0.0,197296.0,530068.0,0.0,0.0,10.0
295042.0,Long Term,669.0,835430.0,Home Mortgage,Debt Consolidation,18657.81,10.3,,11.0,0.0,193705.0,386716.0,0.0,0.0,7.0
626472.0,Long Term,717.0,1449225.0,Home Mortgage,Debt Consolidation,23187.6,17.0,,14.0,0.0,489877.0,972928.0,0.0,0.0,0.0
396704.0,Short Term,681.0,1046881.0,Home Mortgage,Debt Consolidation,15528.7,26.1,48.0,16.0,0.0,335502.0,604142.0,0.0,0.0,7.0
552376.0,Long Term,669.0,2480621.0,Own Home,Home Improvements,6139.47,21.9,18.0,12.0,0.0,180500.0,725670.0,0.0,0.0,0.0
22440.0,Long Term,711.0,639540.0,Rent,Other,11181.31,20.5,,10.0,0.0,243428.0,316690.0,0.0,0.0,10.0
445500.0,Short Term,,,Home Mortgage,Debt Consolidation,15655.81,15.6,35.0,8.0,0.0,426094.0,705826.0,0.0,0.0,10.0
230230.0,Long Term,680.0,956688.0,Rent,Debt Consolidation,10364.12,9.5,,5.0,0.0,95779.0,119504.0,0.0,0.0,6.0
214742.0,Short Term,736.0,890207.0,Rent,Other,5289.22,12.9,,6.0,0.0,81415.0,139678.0,0.0,0.0,2.0
67474.0,Short Term,,,Home Mortgage,Home Improvements,23054.41,14.0,7.0,8.0,0.0,41287.0,157256.0,0.0,0.0,3.0
532950.0,Long Term,660.0,1171616.0,Home Mortgage,Debt Consolidation,23920.62,21.2,,17.0,0.0,235201.0,469546.0,0.0,0.0,2.0
174702.0,Short Term,748.0,810958.0,Own Home,Wedding,11920.98,19.8,,11.0,0.0,244644.0,1514832.0,0.0,0.0,5.0
,Short Term,743.0,2262216.0,Own Home,Buy A Car,24318.86,14.9,34.0,24.0,0.0,138662.0,764522.0,0.0,0.0,3.0
43604.0,Short Term,690.0,1412042.0,Home Mortgage,Other,21533.46,28.9,61.0,20.0,0.0,1359830.0,2378442.0,0.0,0.0,10.0
65978.0,Long Term,,,Rent,Other,4690.72,10.6,41.0,5.0,0.0,47766.0,90222.0,0.0,0.0,5.0
215094.0,Short Term,702.0,542792.0,Rent,Debt Consolidation,15469.61,8.6,,8.0,0.0,124906.0,242638.0,0.0,0.0,5.0
532378.0,Short Term,,,Home Mortgage,Home Improvements,20275.09,21.5,53.0,8.0,0.0,85918.0,368478.0,0.0,0.0,5.0
214434.0,Short Term,666.0,705470.0,Rent,Buy House,8877.18,8.5,,12.0,0.0,76247.0,510312.0,0.0,0.0,8.0
435072.0,Short Term,720.0,5260416.0,Rent,Debt Consolidation,40768.3,21.6,39.0,14.0,9.0,401508.0,537438.0,0.0,9.0,6.0
226446.0,Short Term,747.0,655994.0,Rent,Other,7691.39,16.8,,7.0,0.0,203946.0,461252.0,0.0,0.0,2.0
,Short Term,741.0,1025563.0,Rent,Debt Consolidation,19143.83,15.7,24.0,8.0,0.0,204535.0,248248.0,0.0,0.0,3.0
111474.0,Short Term,712.0,500574.0,Rent,Debt Consolidation,2444.54,7.0,,8.0,0.0,61256.0,140470.0,0.0,0.0,
65164.0,Short Term,679.0,1219325.0,Home Mortgage,Debt Consolidation,24081.55,18.7,,29.0,0.0,67431.0,154330.0,0.0,0.0,2.0
